31	-8.77	4.09	-2.69	0.38	-0.1	-0.55	3.24	3.31	0.58	0.07	0.04	0.07
32	-8.2	2.62	-3.17	0.4	-0.07	-0.17	2.56	1.19	0.84	0.04	0.01	0.04
33	-8.78	2.44	-3.21	0.25	-0.13	0.08	3.18	1.18	0.97	0.02	0	0.03
34	-9.07	2.16	-3.09	0.06	-0.01	0.04	3.09	0.69	0.57	0.04	0.01	0.03
35	-8.85	2.5	-3.07	-0.14	0.08	-0.11	2.86	0.64	0.36	0.01	0	0
36	-8.61	3.12	-3.12	-0.15	0.08	-0.09	2.62	0.44	0.36	0	0	0
37	-8.54	3.05	-3.16	-0.06	0.06	-0.04	2.54	0.4	0.37	0	0	0
38	-8.65	2.7	-3.41	-0.01	0.02	0.01	2.58	0.3	0.45	0	0	0
39	-8.61	2.61	-3.61	-0.01	0.03	0.03	2.57	0.28	0.49	0	0	0
40	-8.2	3.3	-3.49	0.02	0	0.05	2.5	0.89	0.48	0.01	0	0
41	-7.54	3.6	-2.79	0.3	-0.17	0.21	2.13	0.67	0.77	0.07	0.03	0.04
42	-7.24	2.62	-4.22	0.32	-1.06	1.49	18.15	32.91	46.87	0.48	1.31	1.97
43	-8.88	-4.39	1.88	-0.25	0.47	1.84	57.02	99.48	172.88	3.98	14.71	1.92
44	-1.45	-5.31	3.81	0.38	1.91	0.29	122.7	72.18	117.82	4.57	9.65	1.5
45	2.02	2.7	-2.35	0.61	0.1	-0.55	42.39	24.36	16.22	0.78	1.12	0.33
46	-6.91	5.44	-2.64	-0.07	-0.72	-0.78	20.76	2.51	1.59	0.06	0.08	0.05
47	-9.58	4.47	-3.03	0.17	-0.34	-0.73	4.06	2.39	0.64	0.05	0.1	0.07
48	-8.85	3.1	-2.87	0.32	-0.13	-0.3	3.17	0.67	0.42	0.01	0	0.08
49	-8.77	2.89	-2.88	0.38	-0.12	0.07	3.83	0.69	0.8	0.02	0	0.03
50	-9.01	2.35	-3.15	0.32	-0.06	0.13	4.14	1.26	1.28	0.03	0.01	0.03
51	-8.97	1.52	-3.2	0.01	0.01	-0.12	3.23	0.72	0.87	0.05	0.01	0.05
52	-8.9	1.94	-3.2	-0.22	0.08	-0.22	2.92	0.86	0.37	0.01	0	0.01
53	-8.89	2.62	-3.23	-0.18	0.06	-0.06	2.88	0.31	0.38	0.01	0	0.01
54	-8.69	2.77	-3.49	-0.05	0.03	0.06	2.65	0.3	0.51	0	0	0
55	-8.63	2.77	-3.53	0.02	0.03	0.08	2.63	0.43	0.53	0	0	0
56	-8.42	2.87	-3.4	0.07	0.01	0.11	2.61	0.49	0.46	0	0	0
57	-7.71	3.27	-2.96	0.18	-0.08	0.19	2.76	0.6	0.74	0.02	0.01	0.01
58	-6.18	4.18	-4.83	0.34	-0.77	1.02	10.14	4.47	15.22	0.03	0.74	1.08
59	-9.07	-4.28	2.59	-0.08	0.49	1.99	52.29	103.39	146.57	6.12	15.33	1.3
60	-5.02	-7.67	6.13	0.22	1.83	0.99	124.26	91.18	106.14	7.68	11.88	2.59
61	1.29	1.99	-2.08	0.52	0.32	-0.42	46.1	58.87	30.34	1.46	1.14	0.49
62	-4.91	5.39	-3.4	0.07	-0.73	-0.69	34.94	2.7	1.44	0.03	0.07	0.03
63	-9.66	4.14	-3.15	0.23	-0.57	-0.61	4.35	1.62	0.64	0.02	0.08	0.04
64	-9.46	2.66	-3.55	0.35	-0.2	-0.31	3.45	1.03	0.48	0.01	0.03	0.06
65	-8.8	2.37	-3.48	0.25	-0.03	-0.05	3.04	0.68	0.62	0.02	0	0.01
66	-8.46	2.69	-3.58	0.14	-0.01	0.05	2.75	0.83	0.74	0	0	0.01
67	-8.58	2.1	-3.64	0	0	-0.01	2.66	0.9	0.57	0.03	0	0.02
68	-8.75	2.5	-3.43	-0.2	0.03	-0.11	2.68	1.28	0.5	0.01	0	0.01
69	-8.7	3.31	-3.23	-0.15	0.04	-0.07	2.65	0.55	0.43	0.01	0	0
70	-8.45	3.06	-3.36	-0.01	0.02	-0.02	2.53	0.43	0.47	0	0	0
71	-8.42	2.89	-3.53	0.02	0	0.03	2.53	0.42	0.47	0	0	0
72	-7.88	3.49	-3.05	0.15	-0.08	0.16	2.86	1.03	0.75	0.03	0.01	0.02
73	-6.96	4.34	-2.74	0.36	-0.39	0.62	2.32	1.72	2.59	0.04	0.11	0.26
74	-10.52	2.89	0.4	-0.13	-0.65	1.57	23.48	28.96	78.91	1.22	1.16	0.86
75	-8.92	-3.75	3.19	-0.06	1.33	1.09	107.43	93.55	165.71	2.73	11.7	2.74
76	-0.86	-3.13	0.5	0.91	1.97	0.06	79.37	80.84	111.3	1.61	8.62	1.42
77	-1.18	4.19	-2.61	0.53	-0.21	-0.37	15.15	9.92	7.97	0.56	0.9	0.5
78	-7.45	5.3	-3.41	0.05	-0.9	-0.79	17.32	2.56	0.55	0.13	0.11	0.04
79	-10.05	3.38	-3.05	0.39	-0.49	-0.44	4.28	2.79	0.46	0.1	0.13	0.1
80	-9.27	2.05	-2.81	0.41	-0.15	-0.05	3.22	0.63	0.32	0.03	0.01	0.02
81	-8.92	2.47	-3.18	0.21	-0.06	0.1	3.33	0.94	0.88	0.01	0	0.01
82	-8.48	2.68	-3.41	0.01	0.02	-0.02	2.94	0.6	0.79	0.02	0	0.03
83	-8.59	2.72	-3.22	-0.19	0.08	-0.18	2.7	0.58	0.39	0.01	0	0
84	-8.64	3.01	-3.03	-0.24	0.09	-0.15	2.69	0.49	0.37	0.01	0	0
85	-8.54	3.17	-3.08	-0.11	0.04	-0.06	2.55	0.42	0.39	0.01	0	0.01
86	-8.64	3.16	-3.46	0.08	-0.01	0.06	2.61	0.4	0.48	0.01	0	0
87	-8.39	3	-3.28	0.17	-0.01	0.14	2.63	0.35	0.64	0	0	0
88	-7.58	3.33	-2.4	0.34	-0.15	0.28	2.46	0.51	0.64	0.03	0.03	0.03
89	-8.21	2.84	-3.55	0.33	-0.83	1.19	13.29	28.95	25.52	0.23	0.57	1.07
90	-9.98	-4.23	2.39	-0.02	1.12	2.04	57.33	107.89	163.77	5.14	15.4	1.43
91	-3.6	-7.08	4.57	0.5	2.25	0.6	130.18	78.5	144.77	6.13	11.01	3.7
92	0.55	1.25	-1.96	0.64	-0.09	-0.77	55.44	53.06	34.69	1.08	1.24	0.5
93	-6.8	5.59	-2.46	0.13	-0.98	-0.64	35.21	3.75	2.05	0.08	0.12	0.03
94	-10.61	3.96	-2.22	0.4	-0.48	-0.52	5.78	2.19	0.48	0.09	0.24	0.03
95	-9.05	2.4	-2.86	0.47	-0.09	-0.25	4.31	0.89	0.47	0.03	0.01	0.04
96	-8.5	2.67	-3.25	0.3	-0.09	0.05	2.96	1.43	0.73	0.01	0.01	0.03
97	-8.76	2.78	-3.24	0.2	-0.05	0.09	3.04	1.58	0.72	0.01	0.01	0.02
98	-8.97	1.81	-3.12	-0.09	0.02	-0.17	2.9	0.93	0.39	0.06	0	0.03
99	-9.02	2.15	-2.91	-0.32	0.1	-0.24	2.9	0.75	0.4	0.01	0	0.01
100	-8.76	2.75	-2.95	-0.29	0.1	-0.11	2.69	0.37	0.47	0.01	0	0.01
101	-8.65	2.91	-3.42	-0.16	0.05	0.01	2.61	0.48	0.53	0.01	0	0.01
102	-8.27	3.26	-3.2	0.02	0	0.1	2.61	0.94	0.63	0.01	0	0
103	-7.51	4.3	-1.91	0.43	-0.26	0.27	2.34	2.23	1.2	0.18	0.07	0.04
104	-8.32	4.83	-2.52	0.89	-0.92	1.13	9.53	1.91	8.52	0.13	0.3	0.76
105	-10.3	-1.86	4.89	0.37	0.58	2.01	57.47	81.36	101.41	3.27	14.01	0.65
106	-6.11	-5.45	6.56	0.29	2.04	0.73	155.58	114.03	124.49	4.41	13.59	3.74
107	-0.29	0	-1.89	0.85	0.67	-0.46	92.18	75.41	58.61	1.44	4.16	1.32
108	-4.5	4.37	-3.13	0.36	-0.64	-0.38	39.38	5.52	1.35	0.39	0.39	0.08
109	-10.02	4.63	-3.05	0.07	-0.69	-0.5	6.06	3.39	0.51	0.06	0.2	0.02
110	-9.42	2.9	-3.15	0.23	-0.22	-0.26	4.89	0.8	0.53	0.01	0.03	0.04
111	-8.4	3.43	-3.26	0.22	-0.12	0.03	4.41	2.44	1.91	0.01	0	0.04
112	-8.75	3.17	-2.85	0.21	-0.09	0.12	4.85	3.51	1.95	0.06	0	0.04
113	-9.26	2.41	-2.6	-0.09	0.02	-0.15	3.15	1.08	0.39	0.15	0.02	0.08
114	-9.03	2.99	-2.52	-0.41	0.22	-0.32	2.97	0.45	0.28	0.01	0.01	0.01
115	-8.56	3.23	-2.54	-0.38	0.24	-0.2	2.57	0.41	0.34	0.01	0.01	0.01
116	-8.3	3.47	-3.21	-0.21	0.15	-0.04	2.54	0.52	0.64	0.02	0	0.01
117	-8.25	3.32	-3.47	-0.04	0.05	0.05	2.53	0.86	0.5	0.01	0.01	0
118	-7.33	4.09	-2.97	0.17	-0.14	0.12	3.01	2.19	0.57	0.06	0.03	0.01
119	-6.1	5.89	-1.32	0.74	-0.68	0.53	1.74	2.85	2.59	0.24	0.32	0.21
120	-9.33	3.47	3.76	0.26	-1.67	1.5	23.38	54.74	43.9	2.17	1	0.61
121	-10.97	-6.9	7.15	0.25	1.27	1.94	63.57	109.76	114.43	3.65	19.75	1.92
122	-2.23	-6.89	2.39	0.83	2.63	0.53	114.46	105.23	130.03	2.88	11.75	3.82
123	-0.52	3.82	-1.75	0.34	-0.21	-0.54	51.53	52.87	27	1.3	0.74	0.62
124	-8.1	6.58	-1.6	0.2	-0.7	-0.44	15.23	3.46	1.83	0.02	0.09	0.02
125	-9.1	5.06	-2.22	0.32	-0.39	-0.36	5.26	1.62	0.95	0.01	0.04	0.02
126	-7.87	3.91	-2.66	0.35	-0.33	-0.11	2.76	0.77	0.28	0.01	0.01	0.03
127	-8.25	4.66	-2.16	0.17	-0.25	0	3.65	4.21	0.83	0.03	0.03	0
128	-8.81	4.7	-1.66	0.05	-0.03	-0.12	3.85	4.25	0.61	0.02	0.02	0.02
129	-8.82	3.06	-1.99	-0.12	0.21	-0.32	3.01	0.93	0.39	0.05	0.04	0.04
130	-8.45	2.9	-2.21	-0.4	0.3	-0.34	2.67	0.61	0.22	0.02	0.01	0.03
131	-8.57	3.73	-2.47	-0.35	0.14	-0.09	2.82	0.8	0.46	0.04	0.01	0.03
132	-8.1	3.66	-2.52	0.04	-0.01	0.06	3.92	0.77	0.64	0.07	0.01	0
133	-8.36	3.74	-2.53	0.21	-0.09	0.1	4.76	0.83	0.61	0.01	0.01	0
134	-7.63	4.21	-2.14	0.37	-0.2	0.17	5.38	0.71	1.02	0.06	0.03	0.01
135	-5.43	5.15	-0.38	0.74	-0.81	0.6	1.88	2.67	2.19	0.07	0.47	0.3
136	-9.28	6.2	5.26	0.23	-1.82	1.58	29.17	31.18	34.19	0.65	0.88	0.73
137	-12.76	-2.58	8.49	0.38	1.21	1.63	46.91	137.19	106.71	2.8	22.36	1.15
138	-3.08	-7.55	1.86	1.31	2.98	-0.01	123.09	64.68	135.37	2.18	12.73	2.48
139	2.06	1.26	-3.86	0.64	0.28	-0.66	28.57	51.58	16.12	0.87	1.07	0.85
140	-4.77	6.66	-3.69	-0.18	-0.63	-0.3	18.05	7.62	1.51	0.06	0.04	0.02
141	-8.35	6.09	-2.38	0	-0.54	-0.27	3.09	2.5	0.72	0.05	0.03	0.02
142	-8.95	4.57	-1.61	0.24	-0.43	-0.1	2.86	1.45	0.26	0.01	0.01	0.01
143	-8.54	4.56	-1.66	0.22	-0.25	0	3.34	1.55	0.41	0.01	0.03	0.01
144	-8.19	4.79	-1.94	0.01	0.07	-0.14	2.92	1.67	0.4	0.03	0.04	0.05
145	-8.14	4.11	-1.91	-0.26	0.3	-0.43	2.58	1.21	0.22	0.03	0.01	0.03
146	-7.89	3.9	-1.99	-0.35	0.29	-0.33	2.52	0.7	0.23	0.01	0.01	0.07
147	-8.26	4.01	-2.26	-0.22	0.16	-0.06	2.76	0.67	0.35	0.02	0.01	0.02
148	-8.45	3.79	-2.74	-0.04	0.05	0.02	2.58	0.65	0.56	0.01	0	0
149	-8.02	4.01	-2.86	0.06	-0.01	0.02	2.94	1.21	0.42	0	0	0
150	-5.88	5.07	-1.34	0.42	-0.36	0.27	5.41	1.97	2.09	0.12	0.2	0.1
151	-6.12	7.02	2.58	0.49	-1.7	1.09	21.47	5.79	19.44	0.3	1.54	0.56
152	-10.35	-2.05	9.77	0.59	0.74	1.93	57.5	127.56	64.34	2.76	24.61	0.5
153	-5.04	-8.88	5.92	0.91	2.82	0.86	121.16	74.69	149.18	4.25	14.43	2.75
154	2.54	0.34	-2.71	0.39	0.31	-0.28	36.23	88.05	48.42	2.2	1.58	0.83
155	-2.56	6.58	-2.04	-0.06	-0.83	-0.18	36.57	11.74	2.27	0.11	0.05	0.06
156	-8.31	6.91	-1.88	0.09	-0.63	-0.45	4.2	2.29	0.98	0.02	0.08	0.04
157	-8.23	5.45	-2.62	0.29	-0.36	-0.6	2.96	3.22	0.41	0.02	0.02	0.03
158	-8.43	3.2	-2.55	0.29	-0.21	-0.34	3.43	2.94	0.55	0.03	0.01	0.08
159	-8.28	3.9	-2.7	0.14	-0.07	-0.01	4.16	6.62	1.51	0.02	0.01	0.02
160	-8.5	4.13	-2.51	-0.05	0.03	-0.04	4.65	4.69	1.43	0.04	0.02	0.03
161	-9.25	2.87	-2.24	-0.32	0.18	-0.23	3.33	0.56	0.34	0.03	0.02	0.01
162	-8.4	3.36	-2.18	-0.36	0.28	-0.19	2.71	0.67	0.23	0.01	0.01	0.01
163	-7.96	4.21	-2.52	-0.15	0.13	-0.03	2.22	1.03	0.54	0.03	0.02	0.01
164	-7.47	4.64	-2.9	0.17	-0.08	0.12	2.15	0.81	0.49	0.05	0.01	0.01
165	-6.44	4.17	-1.8	0.36	-0.32	0.32	3.75	2.01	1.39	0.02	0.07	0.03
166	-4.95	2.98	2.21	0.28	-1.74	1.17	20.11	67.5	17.45	0.2	1.97	0.74
167	-8.12	-3.56	10.09	0.48	-0.38	1.6	67.7	137.43	41.41	1.49	20.35	1.08
168	-9.21	-8.32	8.3	1.07	2.28	0.16	89.68	77.11	130.78	2.97	18.79	3.48
169	-1.29	-3.16	-1.78	1.04	1.31	-0.61	76.52	56.24	91.63	1.9	6.99	1.58
170	-1.31	3.8	-3.9	0.23	-0.57	-0.36	37.47	10.88	4.85	0.39	1.07	0.06
171	-8.76	5.43	-2.2	-0.01	-1.05	-0.37	15.92	3.7	0.45	0.09	0.17	0.01
172	-10.7	3.44	-1.87	0.16	-0.46	-0.32	4.57	2.25	0.33	0.03	0.1	0.01
173	-9.57	3.64	-1.66	0.08	-0.01	-0.26	4.27	2.76	0.52	0.03	0.06	0.02
174	-8.61	3.68	-2.11	0.04	0.17	-0.09	3.92	2.66	1.57	0.03	0.02	0.03
175	-8.45	2.55	-2.92	-0.14	0.15	-0.13	2.94	0.7	1.02	0.05	0.01	0.03
176	-8.5	2.92	-2.72	-0.31	0.18	-0.18	2.57	0.7	0.42	0.01	0	0.01
177	-8.37	3.8	-2.59	-0.19	0.12	-0.03	2.48	0.72	0.37	0.02	0.01	0.01
178	-8.37	3.72	-2.93	0.04	0.01	0.06	2.55	0.76	0.44	0.02	0	0
179	-8.31	3.35	-3.1	0.12	-0.03	0.06	2.82	0.9	0.53	0	0	0
180	-7.61	3.89	-2.71	0.18	-0.18	0.11	2.85	1.38	0.6	0.01	0.03	0.01
181	-5.95	5.03	-1.72	0.53	-0.59	0.36	3.99	2.24	0.64	0.12	0.18	0.1
182	-6.85	6.65	3.38	0.32	-2.11	1.25	28.31	4.79	44.53	0.61	1.87	0.7
183	-11.16	-3.29	10.47	0.52	0.99	1.93	47.96	132.45	70.81	2.28	28.97	0.76
184	-7.69	-7.69	4.83	0.94	3.41	0.54	81.29	94.45	156.38	3.44	13.76	3.97
185	-0.14	2.1	-3.26	0.42	0.39	-0.39	39.86	67.21	49.52	2.55	1.49	1.77
186	-2.7	6.62	-2.21	0.12	-0.89	-0.18	29.94	18	1.85	0.6	0.11	0.17
187	-8.44	6.24	-1.5	0.21	-0.81	-0.4	6.4	4.61	0.23	0.03	0.08	0.01
188	-9.54	3.68	-2.12	0.33	-0.42	-0.31	3.63	2.05	0.38	0.02	0.05	0.02
189	-8.58	3.7	-2.4	0.23	-0.12	-0.15	3.8	2.35	0.58	0.02	0.03	0.01
190	-8.2	4.21	-2.72	0.06	0.02	-0.09	3.25	1.82	0.87	0.01	0	0.01
191	-8.46	3.24	-3	-0.12	0.07	-0.18	2.53	0.85	0.44	0.02	0.01	0.02
192	-8.56	3.04	-2.62	-0.27	0.18	-0.22	2.56	0.46	0.37	0.01	0	0.01
193	-8.76	3.21	-2.49	-0.29	0.18	-0.13	2.77	0.4	0.32	0	0	0.01
194	-8.59	3.38	-2.73	-0.2	0.16	-0.06	2.84	0.66	0.55	0.01	0	0
195	-8.03	4.07	-3.11	-0.11	0.13	-0.04	2.46	1.11	0.74	0.01	0.01	0
196	-8.14	4.24	-3.31	-0.07	0.03	0.05	4.42	0.95	0.7	0.01	0.02	0.02
197	-8.11	3.5	-2.93	0.22	-0.12	0.17	6.36	1.18	0.96	0.09	0.03	0.01
198	-6.14	2.75	-2.21	0.52	-0.62	0.5	6.14	1.97	1.35	0.03	0.21	0.22
199	-8.25	4.78	1.96	-0.21	-1.62	1.54	25.35	47.15	51.15	1.57	1.04	1.18
200	-10.53	-2.84	8.66	0.6	1.26	1.56	72.1	178.92	96.4	5.34	19.92	2.05
201	-2.13	-7.13	4.02	1.41	2.72	0.2	152.49	108.69	155.37	3.66	12.07	1.62
202	0.84	2.49	-2.68	0.26	-0.2	-0.28	67.85	55.02	47.82	1.38	1.61	0.22
203	-5.36	6.49	-1.32	-0.05	-1.17	-0.17	18.85	3.23	1.03	0.08	0.09	0.06
204	-9.51	7.06	-1.02	0.21	-0.95	-0.27	13.23	2.53	0.38	0.09	0.21	0.03
205	-9.11	5.72	-0.83	0.65	-0.45	-0.26	9.1	5.9	0.64	0.11	0.08	0.01
206	-8.01	2.97	-2.33	0.52	-0.27	-0.23	5.09	7.04	5.52	0.23	0.01	0.02
207	-8.95	2.72	-4.34	0.09	-0.07	-0.18	3.89	5.95	2.22	0.09	0.05	0.03
208	-8.83	3.02	-4.03	-0.25	0.23	-0.28	2.92	1.34	0.9	0.1	0.02	0.04
209	-8.61	2.67	-3.25	-0.47	0.32	-0.37	3.24	0.91	0.59	0.03	0.01	0.02
210	-8.34	2.35	-2.66	-0.31	0.16	-0.17	3.08	0.5	0.56	0.03	0.04	0.03
211	-8.55	2.96	-2.89	-0.15	0.02	0.04	2.92	1.32	0.73	0.01	0	0.01
212	-8.38	3.83	-3.42	-0.09	0.04	0.08	2.8	0.69	0.69	0.01	0	0
213	-7.6	4.11	-2.96	0	-0.04	0.13	2.41	1.14	0.84	0.02	0.01	0.01
214	-6.57	4.2	-2.4	0.3	-0.4	0.32	3	1.29	0.49	0.07	0.12	0.03
215	-6.86	5.22	-0.5	0.26	-1.54	1.04	19.02	3.98	18.31	0.16	1.15	0.6
216	-10.57	-1.94	6.71	0.44	0.36	1.86	55.65	105.99	104.58	2.81	20.69	0.57
217	-5.54	-8.43	5	1.2	2.57	0.94	130.35	100.92	180.93	5.03	13.73	1.72
218	3.61	-1.22	-2.58	0.73	0.69	-0.36	44.69	98.54	71	3.16	2.53	0.17
219	-1.23	5.41	-2.9	0	-0.66	-0.61	46.24	9.84	2.07	0.17	0.09	0.05
220	-8.22	5.3	-3.82	0.22	-0.62	-0.67	6.01	4.62	2.54	0.07	0.03	0.07
221	-8.82	3.1	-3.94	0.39	-0.52	-0.35	3.85	1.85	1.64	0.02	0.01	0.12
222	-8.81	3.14	-2.91	0.28	-0.33	0.02	3.89	1.79	0.85	0.03	0.04	0.01
223	-8.97	3.32	-2.96	0.13	-0.1	0.06	3.49	1.77	0.93	0.01	0.02	0.01
224	-8.72	2.82	-2.92	-0.07	0.04	-0.12	2.67	0.94	0.47	0.04	0	0.03
225	-8.49	3.52	-2.6	-0.21	0.12	-0.15	2.55	1.16	0.31	0.01	0	0.02
226	-8.3	4	-2.63	-0.12	0.11	-0.01	2.44	0.63	0.34	0.01	0.01	0
227	-8.34	3.67	-2.98	-0.02	0.03	0.02	2.52	0.6	0.41	0	0	0
228	-7.9	3.69	-2.83	0.05	-0.03	0.06	3.02	1.23	0.5	0.01	0.01	0.01
229	-6.26	4.32	-1.65	0.27	-0.35	0.29	3.4	1.52	1.1	0.06	0.13	0.05
230	-6.98	6.52	-0.07	0.48	-1.26	0.96	14.42	7.12	0.89	0.06	0.46	0.34
231	-11.93	1.8	6.76	-0.07	-0.88	1.48	26.76	82.57	53.71	1.21	3.69	0.31
232	-10.05	-9.31	9.64	0.23	2.04	1.03	89.79	65.33	106.85	3.65	13.18	2.04
233	-1.64	-5.88	0.77	0.8	2.07	0.32	72.93	85.4	117.94	3.23	10.9	1.82
234	-1.08	5.37	-2.4	0.19	-0.38	-0.45	14.33	26.6	12.13	1.24	0.8	0.46
235	-7.1	6.93	-0.48	0.18	-0.77	-0.85	15.24	6.87	0.55	0.15	0.06	0.04
236	-9.94	3.71	-1.33	0.49	-0.39	-0.55	3.92	4.21	0.26	0.02	0.08	0.06
237	-9.25	2.73	-1.94	0.39	-0.09	-0.21	3.53	1.02	0.84	0.02	0.01	0.04
238	-8.65	3.5	-2.78	0.3	-0.04	0.03	4.45	2.85	1.69	0.02	0	0.03
239	-8.68	2.53	-3.27	0.1	0.01	-0.08	4.14	4.48	0.95	0.08	0.01	0.05
240	-8.77	2.34	-3.02	-0.21	0.16	-0.22	2.78	1.93	0.44	0.03	0.01	0.01
241	-8.35	3.64	-2.77	-0.2	0.14	-0.08	2.5	0.65	0.32	0.02	0.01	0.01
242	-8.3	3.52	-3.04	-0.02	0.02	0.04	2.45	0.7	0.44	0.01	0	0
243	-8.4	3.11	-3.32	0.06	-0.02	0.07	2.49	0.6	0.56	0	0	0
244	-7.36	3.73	-2.5	0.13	-0.11	0.14	3.32	1.38	1.23	0.04	0.01	0.02
245	-6.26	5.16	-1.91	0.31	-0.73	0.58	3.05	2.94	1.52	0.06	0.49	0.21
246	-10.72	1.6	3.59	0	-1.2	1.55	27.35	59.61	62.83	1.24	3.07	0.5
247	-10.65	-6.99	8.11	0.68	1.76	1.42	87.52	103.45	100.61	4.13	18.6	2.93
248	-0.19	-2.75	1.06	0.89	2.44	0.26	99.04	146.18	129.3	3.18	12.74	2.59
249	0.91	6.59	-3.22	0.13	-0.38	-0.38	32.34	30.2	27.92	0.54	0.93	0.14
250	-7.28	5.76	-1.69	0.53	-0.87	-0.67	20.6	8.57	1.24	0.09	0.1	0.05
251	-9.67	2.76	-2.53	0.68	-0.57	-0.38	4.89	6.18	1.67	0.04	0.06	0.17
252	-9.09	2.3	-3.07	0.42	-0.29	0.04	4.3	2.78	1.11	0.05	0.03	0.01
253	-8.9	3.79	-3.21	0.26	-0.09	0.14	4.83	4.42	1.37	0.02	0.01	0.02
254	-8.16	3.11	-3.73	0.06	0.03	-0.01	2.97	4.47	0.91	0.07	0	0.05
255	-8.3	2.69	-3.51	-0.2	0.08	-0.18	2.51	1.36	0.6	0.02	0	0.01
256	-8.36	3.64	-3.08	-0.2	0.09	-0.06	2.5	0.63	0.43	0.01	0	0.02
257	-8.34	3.71	-3.23	-0.17	0.11	-0.02	2.45	0.6	0.5	0	0	0
258	-8.46	3.46	-3.31	-0.2	0.14	-0.09	2.57	0.74	0.49	0	0	0
259	-7.98	3.37	-3.26	-0.21	0.12	-0.06	2.62	0.9	0.44	0	0	0.01
260	-7.46	4.07	-3.4	-0.13	-0.04	0.02	2.01	1.16	0.45	0.01	0.02	0.01
261	-7.7	4.26	-3.07	0.11	-0.2	0.1	2.12	0.87	0.51	0.03	0.01	0.01
262	-8.18	3.98	-2.53	0.28	-0.27	0.18	2.42	0.82	0.33	0	0	0
263	-5.84	6	-1.7	0.54	-0.6	0.39	14.63	7.72	0.9	0.12	0.35	0.11
264	-6.76	7.96	4.45	0.18	-1.81	1.39	40.27	17.92	47.29	0.97	1.64	1.04
265	-10.35	-3.06	8.62	0.42	0.8	2	65.03	150.56	106.52	3.38	20.09	1.71
266	-4.2	-8.19	1.89	1.04	2.74	0.57	111.92	70.56	146.65	2.62	9.98	3.07
267	0.72	2.85	-3.49	0.39	0.35	-0.65	36.54	51.74	30.45	0.73	1.01	0.22
268	-3.82	7.39	-2.62	0.06	-0.73	-0.61	17.7	5.19	1.72	0.12	0.09	0.04
269	-8.43	6.09	-1.64	0.21	-0.72	-0.52	5.49	2.29	0.23	0.03	0.11	0.03
